20210813 10:01:32,17.9,57.8,3720,7.7,48.9,3001,717,4
20210813 10:01:33,18.1,57.8,3722,7.6,49.0,3001,800,4
20210813 10:01:34,18.2,57.8,3722,7.6,49.0,3001,610,3
20210813 10:01:35,17.9,57.7,3720,7.6,48.9,3001,719,4
20210813 10:01:36,17.9,57.7,3720,7.6,48.9,2999,1152,6
20210813 10:01:37,18.0,57.7,3720,7.6,49.0,3001,1341,7
20210813 10:01:38,18.1,57.7,3720,7.6,49.0,3001,800,4
20210813 10:01:39,18.0,57.8,3722,7.6,49.0,3001,800,4
20210813 10:01:40,18.1,57.8,3722,7.5,49.0,3001,608,3
20210813 10:01:41,18.1,57.8,3722,7.6,49.0,3001,720,4
20210813 10:01:42,18.1,57.8,3722,7.7,49.0,3001,1020,5
20210813 10:01:43,18.1,57.8,3722,7.6,49.0,2999,1343,7
20210813 10:01:44,18.1,57.8,3722,7.6,49.0,3001,800,4
20210813 10:01:45,18.0,57.7,3720,7.7,49.0,3001,800,4
20210813 10:01:46,18.0,57.8,3722,7.6,49.0,3001,608,3
20210813 10:01:47,17.8,57.7,3720,7.6,48.9,3001,719,4
20210813 10:01:48,18.1,57.8,3720,7.6,48.9,2999,1017,5
20210813 10:01:49,18.0,57.8,3722,7.7,49.0,3001,849,4
20210813 10:01:50,18.0,57.8,3722,7.7,49.0,3001,717,4
20210813 10:01:51,17.9,57.8,3722,7.6,49.0,3001,798,4
20210813 10:01:52,17.8,57.8,3722,7.6,49.0,3001,718,4
20210813 10:01:53,17.9,57.8,3722,7.7,49.0,3001,717,4
20210813 10:01:54,17.9,57.8,3720,7.6,49.0,3001,936,5
20210813 10:01:55,18.0,57.8,3722,7.6,49.0,3001,936,5
20210813 10:01:56,18.0,57.8,3722,7.7,49.0,3001,720,4
20210813 10:01:57,17.9,57.8,3722,7.7,49.0,3001,718,4
20210813 10:01:58,18.3,57.8,3722,7.6,49.0,3001,718,4
20210813 10:01:59,18.3,57.8,3722,7.6,49.0,3001,719,4
20210813 10:02:00,18.1,57.8,3722,7.7,49.0,3001,1265,6
20210813 10:02:01,18.0,57.8,3722,7.6,49.0,3001,1016,5
20210813 10:02:02,18.0,57.8,3722,7.6,49.0,3001,799,4
20210813 10:02:03,18.1,57.8,3722,7.7,49.0,3001,716,4
20210813 10:02:04,18.0,57.8,3722,7.7,48.9,2999,716,4
